Date,Price
1588291200000,8633.6557992262
1588294800000,8717.5530043813
1588298400000,8672.2197155027
1588301999000,8740.3680745842
1588305598000,8676.1045456469
1588309199000,8798.9673785135
1588312799000,8819.8154003283
1588316399000,8763.2888623228
1588320000000,8774.6047908127
1588323599000,8808.5831739394
1588327199000,8852.7474691234
1588330799000,8913.4836645581
1588334399000,9012.2168111227
1588337999000,8889.9883006413
1588341599000,8804.3110966005
1588345200000,8832.2229525125
1588348800000,8739.2423598357
1588352400000,8745.138363034
1588355998000,8767.6699880799
1588359598000,8744.2064224866
1588363199000,8728.5294265133
1588366799000,8735.1670219011
1588370399000,8848.1069253433
1588373999000,8853.7744840141
1588377598000,8840.9306673538
1588381199000,8847.1539680702
1588384799000,8812.4692325644
1588388399000,8830.9534533831
1588391999000,8855.9597718279
1588395599000,8838.2809452831
1588399199000,8840.2910522072
1588402799000,8843.8496165705
1588406400000,8821.3932081846
1588409998000,8799.2864002343
1588413599000,8836.6506634389
1588417199000,8853.8366783327
1588420799000,8864.7285093145
1588424400000,8890.2165124025
1588428000000,8929.6955235661
1588431599000,8948.1039922081
1588435200000,8963.137808042
1588438799000,9009.4237901468
1588442399000,8999.0281649563
1588445999000,8892.3358069504
1588449599000,8901.451958366
1588453200000,8956.7749892413
1588456800000,8951.5565860608
1588460400000,8963.057557797
1588463999000,9002.3929545062
1588467599000,9152.1191595223
1588471198000,9143.092452753
1588474799000,9101.3865728868
1588478399000,9164.3262540107
1588482000000,9137.9362096623
1588485599000,9120.8843305232
1588489198000,9026.986286301
1588492799000,9019.8390021165
1588496399000,9060.1930861723
1588500000000,9127.5493642583
1588503600000,9063.3139371989
1588507199000,9066.8006543154
1588510799000,8984.7826052804
1588514399000,8949.9282918089
1588518000000,8794.8056173047
1588521600000,8838.3302646325
1588525200000,8875.6079098842
1588528799000,8837.483347204
1588532399000,8869.7394981009
1588535999000,8891.4454676178
1588539598000,8852.8437818001
1588543198000,8860.1945358709
1588546798000,8904.713816537
1588550399000,8900.9504526124
1588553999000,8815.7946093208
1588557600000,8699.92554823
1588561200000,8756.8219954592
1588564798000,8738.28407884
1588568399000,8699.319837591
1588571999000,8617.8337406572
1588575599000,8636.1161507561
1588579200000,8666.4638746491
1588582799000,8703.1336633249
1588586398000,8642.9217669923
1588589998000,8638.586950422
1588593599000,8692.7014941092
1588597199000,8733.5178409636
1588600800000,8846.696621909
1588604400000,8801.272521628
1588607999000,8862.7432525447
1588611599000,8847.2691948752
1588615198000,8814.9265182407
1588618799000,8860.5109582281
1588622399000,8845.0296943184
1588626000000,8919.7483423498
1588629599000,8955.3419031908
1588633200000,8887.5058925872
1588636799000,8885.8138221654
1588640399000,8915.665067073
1588643999000,8892.7109247919
1588647599000,8865.7411867102
1588651200000,8866.5576888321
1588654800000,9050.3703949476
1588658399000,9020.6794815008
1588661999000,9037.0709451193
1588665599000,9026.3624803297
1588669200000,9049.2639047186
1588672799000,9017.8988436468
1588676398000,8862.6854889184
1588679999000,8866.5161571495
1588683599000,8884.2241827742
1588687200000,8926.5210137016
1588690800000,8891.9963379254
1588694399000,8858.7439078552
1588697998000,8887.6425030054
1588701599000,8888.8288695206
1588705199000,8903.4104908455
1588708800000,8923.8182977182
1588712399000,8953.5057679359
1588715998000,8975.0007264151
1588719599000,8978.2835871237
1588723199000,9032.177050059
1588726799000,8957.1470733438
1588730399000,8988.0586913097
1588734000000,8985.4381225213
1588737599000,8984.6184871159
1588741199000,9012.4660645065
1588744799000,9017.4514356786
1588748399000,9037.1850748974
1588752000000,9032.168940692
1588755599000,9059.3915048474
1588759199000,9108.1317736047
1588762799000,9243.2548215502
1588766399000,9328.7844328711
1588769999000,9237.9168512011
1588773598000,9237.5964712689
1588777198000,9238.238594559
1588780799000,9283.8713073631
1588784399000,9281.245661101
1588787999000,9280.3118670115
1588791599000,9248.2975062459
1588795200000,9259.3352003275
1588798799000,9250.0100083358
1588802399000,9294.8214621603
1588806000000,9371.6842727917
1588809599000,9159.5002421237
1588813199000,9203.4472464406
1588816799000,9239.872261767
1588820398000,9340.1903947246
1588823999000,9304.7910399689
1588827599000,9289.3990052651
1588831200000,9282.9690441765
1588834799000,9261.6347498308
1588838400000,9321.2900055456
1588841998000,9354.7639793597
1588845598000,9323.7627555157
1588849199000,9307.4826326891
1588852799000,9292.6516495055
1588856399000,9382.1797551797
1588859999000,9499.5008986772
1588863599000,9508.3683685823
1588867200000,9518.1909491628
1588870799000,9637.2108617053
1588874400000,9846.044872453
1588877999000,9807.3002344584
1588881598000,9864.8083599127
1588885199000,9799.6349246763
1588888798000,9887.7912466771
1588892399000,9900.678866615
1588895999000,9997.0219575447
1588899600000,10025.345083477
1588903199000,9997.9886166237
1588906799000,9915.8644951565
1588910399000,9943.5744920864
1588914000000,9929.6463291628
1588917599000,9879.4524677986
1588921199000,9769.8775148223
1588924799000,9824.8413020615
1588928399000,9865.8510202448
1588931999000,9848.794511057
1588935599000,9968.0933602585
1588939199000,9918.4084607744
1588942799000,9850.7497796288
1588946399000,9905.3453506202
1588950000000,9970.2154428257
1588953599000,9966.549095451
1588957200000,9990.316473477
1588960799000,9983.3945535176
1588964399000,9904.8285717038
1588967998000,9968.6735403113
1588971598000,9996.5558732521
1588975199000,10014.1781296647
1588978799000,9917.2484143422
1588982399000,9844.9233387607
1588985999000,9907.9226825145
1588989598000,9887.7755588864
1588993199000,9881.53122663
1588996799000,9896.5627902991
1589000399000,9860.4071223975
1589003998000,9860.6573844919
1589007599000,9728.4924237543
1589011198000,9624.8068230553
