"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 29, 2018","6,344.0","6,490.2","6,505.0","6,320.9","19.56K","-2.25%"
"Oct 30, 2018","6,330.1","6,347.1","6,380.0","6,313.2","10.73K","-0.22%"
"Oct 31, 2018","6,368.4","6,330.1","6,406.4","6,248.2","9.96K","0.60%"
"Nov 01, 2018","6,399.7","6,374.8","6,423.2","6,353.5","9.12K","0.49%"
"Nov 02, 2018","6,426.9","6,407.1","6,454.8","6,391.6","8.07K","0.43%"
"Nov 03, 2018","6,387.9","6,432.2","6,432.2","6,334.7","11.37K","-0.61%"
"Nov 04, 2018","6,485.2","6,389.2","6,509.4","6,360.1","8.96K","1.52%"
"Nov 05, 2018","6,470.1","6,495.2","6,495.2","6,439.4","4.81K","-0.23%"
"Nov 06, 2018","6,515.2","6,475.0","6,515.3","6,447.8","7.25K","0.70%"
"Nov 07, 2018","6,572.7","6,519.0","6,607.1","6,512.2","10.72K","0.88%"
"Nov 08, 2018","6,479.6","6,573.0","6,585.0","6,477.0","11.58K","-1.42%"
"Nov 09, 2018","6,420.2","6,479.5","6,502.9","6,392.6","10.45K","-0.92%"
"Nov 10, 2018","6,431.1","6,414.5","6,461.7","6,414.5","3.25K","0.17%"
"Nov 11, 2018","6,450.0","6,431.0","6,459.9","6,364.0","7.34K","0.29%"
"Nov 12, 2018","6,446.9","6,481.0","6,481.0","6,418.8","7.30K","-0.05%"
"Nov 13, 2018","6,464.4","6,447.0","6,497.5","6,403.5","10.12K","0.27%"
"Nov 14, 2018","5,884.6","6,458.9","6,485.0","5,705.0","69.20K","-8.97%"
"Nov 15, 2018","5,753.4","5,922.3","5,929.2","5,441.5","49.91K","-2.23%"
"Nov 16, 2018","5,660.5","5,731.9","5,756.8","5,555.0","18.43K","-1.61%"
"Nov 17, 2018","5,626.7","5,655.7","5,659.2","5,573.6","7.98K","-0.60%"
"Nov 18, 2018","5,659.4","5,637.2","5,716.0","5,621.0","9.55K","0.58%"
"Nov 19, 2018","4,938.1","5,650.3","5,650.3","4,890.9","74.15K","-12.75%"
"Nov 20, 2018","4,600.1","4,944.9","5,048.0","4,318.1","117.22K","-6.84%"
"Nov 21, 2018","4,666.6","4,572.8","4,773.4","4,429.9","44.38K","1.45%"
"Nov 22, 2018","4,392.4","4,672.1","4,716.8","4,388.5","27.95K","-5.88%"
"Nov 23, 2018","4,422.7","4,370.8","4,482.0","4,251.0","36.09K","0.69%"
"Nov 24, 2018","3,929.8","4,422.8","4,515.2","3,834.7","50.98K","-11.14%"
"Nov 25, 2018","4,087.8","3,934.9","4,211.3","3,663.0","82.18K","4.02%"
"Nov 26, 2018","3,858.0","4,111.3","4,196.4","3,708.1","64.08K","-5.62%"
"Nov 27, 2018","3,884.4","3,850.1","3,941.6","3,713.2","46.27K","0.68%"
"Nov 28, 2018","4,306.3","3,902.3","4,439.6","3,889.9","65.26K","10.86%"
"Nov 29, 2018","4,312.9","4,331.4","4,472.0","4,180.6","41.10K","0.15%"
"Nov 30, 2018","4,038.3","4,323.3","4,357.4","3,966.2","42.38K","-6.37%"
"Dec 01, 2018","4,243.0","4,043.6","4,339.0","3,978.8","27.50K","5.07%"
"Dec 02, 2018","4,159.7","4,241.4","4,353.2","4,127.2","24.40K","-1.96%"
"Dec 03, 2018","3,901.2","4,172.9","4,178.5","3,836.2","36.86K","-6.21%"
"Dec 04, 2018","3,981.9","3,903.8","4,131.1","3,793.1","33.69K","2.07%"
"Dec 05, 2018","3,765.3","3,982.2","4,000.1","3,751.1","28.43K","-5.44%"
"Dec 06, 2018","3,531.3","3,770.5","3,908.0","3,506.0","58.22K","-6.21%"
"Dec 07, 2018","3,460.0","3,528.6","3,624.8","3,278.4","74.08K","-2.02%"
"Dec 08, 2018","3,506.0","3,460.0","3,784.8","3,316.2","39.08K","1.33%"
"Dec 09, 2018","3,639.6","3,506.0","3,766.6","3,469.7","25.08K","3.81%"
"Dec 10, 2018","3,524.9","3,642.1","3,697.9","3,475.8","22.60K","-3.15%"
"Dec 11, 2018","3,435.3","3,523.5","3,549.6","3,384.0","24.05K","-2.54%"
"Dec 12, 2018","3,535.6","3,435.3","3,611.2","3,415.1","20.93K","2.92%"
"Dec 13, 2018","3,354.4","3,535.6","3,539.1","3,322.2","22.24K","-5.13%"
"Dec 14, 2018","3,282.8","3,354.4","3,390.8","3,226.4","28.56K","-2.13%"
"Dec 15, 2018","3,285.1","3,281.6","3,323.8","3,216.1","17.89K","0.07%"
"Dec 16, 2018","3,299.9","3,282.2","3,380.3","3,278.0","19.10K","0.45%"
"Dec 17, 2018","3,625.1","3,299.9","3,711.5","3,285.5","35.72K","9.85%"
"Dec 18, 2018","3,780.1","3,625.0","3,780.9","3,551.0","29.43K","4.28%"
"Dec 19, 2018","3,810.0","3,780.1","4,041.1","3,758.0","55.26K","0.79%"
"Dec 20, 2018","4,214.5","3,810.0","4,275.7","3,788.6","65.87K","10.62%"
"Dec 21, 2018","3,976.1","4,214.6","4,283.0","3,913.3","43.52K","-5.66%"
"Dec 22, 2018","4,135.0","3,975.9","4,147.3","3,919.5","19.51K","4.00%"
"Dec 23, 2018","4,075.7","4,135.0","4,210.0","4,036.8","24.47K","-1.43%"
"Dec 24, 2018","4,145.2","4,071.7","4,384.0","4,069.0","38.00K","1.71%"
"Dec 25, 2018","3,909.7","4,140.7","4,152.1","3,815.5","33.73K","-5.68%"
"Dec 26, 2018","3,929.8","3,909.7","3,990.0","3,812.1","19.13K","0.51%"
"Dec 27, 2018","3,714.7","3,930.0","3,954.9","3,688.0","23.61K","-5.47%"
"Dec 28, 2018","4,036.7","3,712.0","4,094.9","3,696.3","26.92K","8.67%"
"Dec 29, 2018","3,887.0","4,033.9","4,099.7","3,864.6","18.70K","-3.71%"
"Dec 30, 2018","3,978.3","3,893.8","4,003.0","3,845.2","17.73K","2.35%"
"Dec 31, 2018","3,830.5","3,976.7","3,986.9","3,779.5","15.79K","-3.72%"
